taxonomy Bger Esin Pame Pful
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp009787175 0 0 1.05174170350946e-06 0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp031254875 0 5.45590821806118e-07 3.88592222814324e-06 0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp031256395 0 0 3.12064713102814e-07 0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp031274765 0 0 1.38459121006051e-06 0
d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_Bathyarchaeales;f_UBA233;g_Termiticorpusculum;s_Termiticorpusculum_sp031277345 4.32600684785905e-07 9.89385802677451e-07 1.98561131520285e-06 0
d_Archaea;p_Thermoproteota;c_Methanomethylicia;o_Methanomethylicales;f_Methanomethylicaceae;g_Methanomethylicus;s_Methanomethylicus_mesodigestus 0 0 3.2043425742337e-07 0
d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosarchaeum;s_Nitrosarchaeum_limnae 0 0 3.6135501417991e-07 0
d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus_sp001543015 5.20060394065342e-06 2.03673922733998e-06 8.04616038410085e-07 2.7775027237806e-06
d_Archaea;p_Thermoproteota;c_Thermoprotei_A;o_Sulfolobales;f_Sulfolobaceae;g_Sulfodiicoccus;s_Sulfodiicoccus_sp017857195 0 0 4.20449297267082e-07 0
d_Archaea;p_Undinarchaeota;c_Undinarchaeia;o_Undinarchaeales;f_JALTGF01;g_JALTGF01;s_JALTGF01_sp027077325 0 0 9.85282405854566e-07 0
d_Archaea;p_unclassify_d_Archaea;c_unclassify_d_Archaea;o_unclassify_d_Archaea;f_unclassify_d_Archaea;g_unclassify_d_Archaea;s_unclassify_d_Archaea 3.8047952500781e-06 7.2368202227899e-08 1.79119998315396e-07 0
d_Bacteria;p_AUK180;c_AUK180;o_JAQVHJ01;f_JAQVHJ01;g_JAQVHJ01;s_JAQVHJ01_sp028696285 0 0 4.5299477951616e-06 0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_Aminicenantaceae;g_SOIA01;s_SOIA01_sp004378665 0 0 1.0023806140973e-06 0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_Saccharicenantaceae;g_Saccharicenans;s_Saccharicenans_sp029553365 0 0 3.87026315810173e-06 0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_JAMOAD01;f_JAMOAD01;g_JAMOAD01;s_JAMOAD01_sp023621955 0 0 7.52224917296142e-07 0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_UBA2199;f_UBA2199;g_JAGLQA01;s_JAGLQA01_sp023135565 0 0 2.60551293818768e-07 4.94198016219979e-06
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_UBA2199;f_UBA2199;g_JAKAGC01;s_JAKAGC01_sp026393835 2.99754371614521e-07 0 1.34911489322548e-06 0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_UBA2199;f_UBA2199;g_JAKAGC01;s_JAKAGC01_sp030837085 0 0 5.81821443944177e-06 0
d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_UBA2199;f_UBA2199;g_UBA2199;s_unclassify_g_UBA2199 0 0 1.01772574723059e-06 0
d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Chloracidobacteriales;f_unclassify_o_Chloracidobacteriales;g_unclassify_o_Chloracidobacteriales;s_unclassify_o_Chloracidobacteriales 0 0 5.75160580927039e-07 0
d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae;g_JAJQRF01;s_JAJQRF01_sp021228405 0 0 8.91246426679616e-07 0
d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae;g_PSRF01;s_unclassify_g_PSRF01 0 0 6.39850745524759e-07 0
d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_RBC074;f_RBC074;g_JACPYM01;s_JACPYM01_sp016196035 0 0 4.12203129460448e-07 0
d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_RBC074;f_RBC074;g_JAHBSF01;s_JAHBSF01_sp019639255 0 0 6.2950072089584e-07 0
d_Bacteria;p_Acidobacteriota;c_HRBIN11;o_JAKEFK01;f_JAKEFK01;g_JAKEFK01;s_JAKEFK01_sp022616075 0 0 5.19497407027922e-06 0
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Acanthopleuribacterales;f_Acanthopleuribacteraceae;g_Acanthopleuribacter;s_Acanthopleuribacter_sp030429565 0 0 1.24745539834363e-06 0
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_WRHW01;s_WRHW01_sp009783055 2.58836091148917e-07 3.465473188178e-06 2.05826149296615e-06 4.26335326831963e-06
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_WRHW01;s_WRHW01_sp031256155 1.96850522645169e-06 1.8905075007862e-06 1.61208904515892e-05 1.98554444932894e-06
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_WRHW01;s_WRHW01_sp031273105 4.78465497641874e-07 1.22768710308652e-05 6.99219936682516e-06 3.84370216937354e-07
d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_WRHW01;s_WRHW01_sp031281385 4.2379364715201e-06 1.98997008012179e-06 1.19503555616826e-05 2.88248753471637e-05
d_Bacteria;p_Acidobacteriota;c_JAAYUB01;o_JAAYUB01;f_JAAYUB01;g_JAGNHB01;s_JAGNHB01_sp018001935 0 0 2.56663572472348e-07 0
d_Bacteria;p_Acidobacteriota;c_Polarisedimenticolia;o_J045;f_J045;g_JAJFTU01;s_JAJFTU01_sp021372775 0 0 1.44664441491668e-06 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_20CM-2-55-15;f_20CM-2-55-15;g_20CM-2-55-15;s_20CM-2-55-15_sp003223875 0 0 9.52520685900984e-07 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Acidoferrales;f_UBA7541;g_Acidoferrum;s_Acidoferrum_sp018268785 0 0 4.37657895975353e-07 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_Bog-105;s_Bog-105_sp003167495 0 0 6.51533543601213e-07 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_CADEFT01;s_CADEFT01_sp020847975 0 0 2.84031384842734e-06 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_JALYXI01;s_JALYXI01_sp025462965 0 0 7.32714533269954e-07 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_PNKE01;s_PNKE01_sp029975915 0 0 5.83054359809337e-07 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_Palsa-187;s_Palsa-187_sp025350105 0 0 2.57547534020368e-07 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_UBA6623;g_VXMF01;s_VXMF01_sp009841225 0 0 6.33135533447594e-06 4.38757488322421e-07
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_Acidobacteriaceae;g_DZDJ01;s_DZDJ01_sp022736715 0 0 2.63855245484805e-06 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_Acidobacteriaceae;g_JARLFX01;s_JARLFX01_sp031296355 6.05787077744494e-06 4.66192910334789e-05 1.99688059195277e-05 0.000184239636021983
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_Acidobacteriaceae;g_PALSA-350;s_PALSA-350_sp003152195 0 0 1.42267600233456e-06 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_Koribacteraceae;g_Bog-257;s_Bog-257_sp003165795 0 0 1.35766880830471e-06 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_SbA1;g_Gp1-AA122;s_Gp1-AA122_sp003225055 0 0 8.00991640483252e-07 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Terriglobales;f_SbA1;g_Sulfotelmatobacter;s_unclassify_g_Sulfotelmatobacter 0 0 3.75682578005106e-07 0
d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_UBA7540;f_UBA7540;g_SCRD01;s_SCRD01_sp021789565 0 0 9.15053552825146e-07 0
d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Gp7-AA8;f_Gp7-AA8;g_JADGNZ01;s_JADGNZ01_sp019247495 0 0 1.52293167736367e-05 7.77980925378947e-06
d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Gp7-AA8;f_Gp7-AA8;g_JAENWF01;s_JAENWF01_sp016650215 0 0 1.66707880163211e-06 0
d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Thermoanaerobaculales;f_Sulfomarinibacteraceae;g_JAAESQ01;s_JAAESQ01_sp024229275 0 0 3.37411920046182e-06 0
d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_UBA5066;f_UBA5066;g_UBA5066;s_UBA5066_sp016714815 0 0 1.73831425313628e-06 0
d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911;g_JAAYAM01;s_JAAYAM01_sp012719355 0 0 5.85924269242185e-07 0
d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911;g_JAAYCX01;s_JAAYCX01_sp031254095 7.53780627425918e-07 3.46390252944251e-06 7.14500704517825e-06 1.79558359944981e-06
d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911;g_JAAYCX01;s_JAAYCX01_sp031271905 1.80271408104098e-06 1.15332203635003e-06 4.59518673130161e-06 7.7555275443865e-07
d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911;g_JAHFUH01;s_JAHFUH01_sp023265215 0 0 1.49502992883334e-05 0
d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA2999;g_12-FULL-67-14b;s_12-FULL-67-14b_sp001768615 0 0 2.16086641635781e-06 0
d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA2999;g_JADZED01;s_JADZED01_sp020850715 0 0 1.88728625060722e-06 2.81582765304337e-07
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_Acidimicrobiaceae;g_Ferrimicrobium;s_Ferrimicrobium_sp027409005 6.45911172990331e-06 4.29268840638623e-06 0.000118956846927697 1.08872597129394e-05
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_Ilumatobacteraceae;g_UBA3006;s_UBA3006_sp023263695 1.95021289030199e-06 6.26691161921067e-07 5.88829150658427e-07 0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_Poriferisodaliceae;g_DRKF01;s_unclassify_g_DRKF01 0 0 3.74901683765912e-06 0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_SHLQ01;g_SHLQ01;s_SHLQ01_sp020629635 0 0 5.78473415185104e-07 0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_UBA8139;g_F1-20-MAGs160;s_unclassify_g_F1-20-MAGs160 0 0 1.2881265222109e-06 0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_Acidimicrobiales;f_UBA8592;g_UBA8592;s_UBA8592_sp002715405 0 3.58867237703399e-06 6.11772696445791e-06 1.76004294893594e-06
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_IMCC26256;f_JAGPDB01;g_JAGPDB01;s_JAGPDB01_sp937872965 0 0 1.54784639006723e-05 0
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_UBA5794;f_Spongiisociaceae;g_SZUA-232;s_SZUA-232_sp937900165 0 0 7.42664489967392e-06 1.84988743011796e-06
d_Bacteria;p_Actinomycetota;c_Acidimicrobiia;o_UBA5794;f_UBA5794;g_JAAETI01;s_JAAETI01_sp024228555 0 0 1.42101110325457e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces;s_Actinomyces_ruminis 0 0 1.14625037533602e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces;s_Actinomyces_sp023369555 0 0 3.51683746183826e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Bowdeniella;s_unclassify_g_Bowdeniella 0 0 8.42240439257229e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Pauljensenia_odontolytica_B 0 0 4.80657219813725e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Pauljensenia_sp905370305 0 0 1.55931258251495e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Pauljensenia_sp937926415 1.50801478423747e-06 0 6.39105760634053e-05 0.000443339668498346
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Pauljensenia;s_Pauljensenia_turicensis_B 0 0 3.86235256405818e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Scrofimicrobium;s_Scrofimicrobium_canadense 0 0 6.32207071066682e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Actinomycetaceae;g_Scrofimicrobium;s_Scrofimicrobium_sp945949035 0 0 3.82555448357098e-06 5.18991101476786e-05
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_Ancillula;s_Ancillula_sp031262545 0 0 1.95173848929608e-06 2.93742827508393e-07
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_Ancillula;s_Ancillula_trichonymphae 0 0 6.97072175793313e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium_coagulans 0 0 4.19791698505595e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium_infantis 0 0 2.01741270739823e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium_leopoldii 0 0 1.27283845720319e-06 2.13411659544774e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium_platyrrhinorum 0 0 3.78982233305251e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium_sp029392315 0 0 4.20705154609767e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium_tsurumiense 0 0 2.94419161526134e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_Galliscardovia;s_Galliscardovia_primatium 1.11693808519387e-07 0 3.87171636963896e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JAISFQ01;s_JAISFQ01_sp031263495 2.99375703266368e-06 1.7633536593649e-06 2.06079266475519e-06 2.25115073071427e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JAITBJ01;s_JAITBJ01_sp031288355 0 0 1.17347160497688e-06 6.42372139445908e-07
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_JAITFB01;s_JAITFB01_sp031281695 1.9709035314098e-06 0 1.82928599609994e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Bifidobacteriaceae;g_RGIG7107;s_RGIG7107_sp017515185 0 0 3.10550748953288e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Brevibacteriaceae;g_Brevibacterium;s_Brevibacterium_renqingii 0 6.83468897034211e-06 1.65823682873049e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Cellulomonas;s_Cellulomonas_sp003755175 0 0 1.33671537866129e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Cellulomonas;s_Cellulomonas_sp009777345 0 0.000138173196010894 0.000344526573663893 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Cellulomonas;s_Cellulomonas_sp009783975 8.82634573716581e-07 6.1840269439833e-06 6.03453756311803e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Flavimobilis;s_Flavimobilis_sp011300875 0 0 1.94784756571907e-05 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Isoptericola;s_Isoptericola_croceus 1.80655396473575e-06 1.87598856268959e-06 6.35698584439635e-05 1.13105204222785e-05
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Sanguibacter;s_Sanguibacter_gelidistatuariae 0 0 4.70531353763325e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Xylanimonas;s_Xylanimonas_cellulosilytica 0 0 3.78472440312001e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Xylanimonas;s_Xylanimonas_sp009780755 1.03005035362621e-06 0 2.35327725197767e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_Xylanimonas;s_Xylanimonas_sp009783295 1.61620664292564e-07 0 7.93353405155362e-07 2.31888059649916e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Cellulomonadaceae;g_unclassify_f_Cellulomonadaceae;s_unclassify_f_Cellulomonadaceae 0 1.19045224230275e-06 1.3299401332923e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermabacteraceae;g_Brachybacterium;s_Brachybacterium_phenoliresistens 0 1.90383563664726e-06 1.13243444812617e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Dermabacteraceae;g_JAFFTF01;s_JAFFTF01_sp022803075 0 0 1.28014805093718e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Kineosporiaceae;g_JAUPKJ01;s_JAUPKJ01_sp030837505 0 0 4.44820303100545e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Conyzicola;s_Conyzicola_lurida 0 0 3.7960671800435e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Cryobacterium;s_Cryobacterium_aureum 0 0 7.20215030884288e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Leucobacter;s_Leucobacter_aridicollis_A 0 0 0.000144870387093817 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_aoyamense 0 0 8.65119748833861e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_arborescens 1.33729675014248e-05 0 1.64928132500475e-05 7.45952883967043e-07
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_barkeri 0 4.91541257715651e-07 5.29666189391301e-07 1.39848624222937e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_sp021582875 0 0 4.28142645730313e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium_sp937988695 0 0 3.54022400978176e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium_A;s_Microbacterium_A_humi 0 0 6.22752841200597e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Plantibacter;s_Plantibacter_flavus 0 0 3.31636403127592e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Microbacteriaceae;g_Pontimonas;s_Pontimonas_sp937124545 5.01969144524969e-05 0 2.27048237998345e-05 9.11759138508115e-05
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter;s_Arthrobacter_sp001549895 0 0 5.908363751146e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter;s_Arthrobacter_sp002929275 0 0 1.29928625171982e-06 1.26920243143911e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter;s_Arthrobacter_sp021538675 0 0 4.22861690238338e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Micrococcaceae;g_Galactobacter;s_Galactobacter_sp022712075 0 0 1.28755972872575e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Micrococcaceae;g_Nesterenkonia;s_Nesterenkonia_ebinurensis 0 0 3.95832769668637e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_Micrococcaceae;g_Rothia;s_unclassify_g_Rothia 0 4.69454935876098e-05 4.39978192737094e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_SCSIO-59966;g_SCSIO-59966;s_SCSIO-59966_sp020881835 0 0 8.7958898204428e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_WQXJ01;g_JAIRRT01;s_JAIRRT01_sp031268115 0 1.9812550897786e-06 2.17149483251854e-06 7.23501149216598e-07
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_WQXJ01;g_JAIRTF01;s_JAIRTF01_sp031270825 3.34660893041651e-07 0 1.98520338911607e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_WQXJ01;g_JAIRTF01;s_JAIRTF01_sp031278675 1.92125252569086e-06 3.5543972417046e-06 2.08044585067887e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_WQXJ01;g_JAIRTF01;s_JAIRTF01_sp031281585 2.3585693367317e-06 8.38035590594939e-07 6.59125875439151e-06 3.14186149970749e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_WQXJ01;g_JAISSX01;s_JAISSX01_sp031272565 0 0 1.36201569976466e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_WQXJ01;g_WQXJ01;s_WQXJ01_sp009784895 1.15487047570534e-06 3.10934292598012e-06 1.00727182355551e-05 4.87209424631018e-07
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_WQXJ01;g_WQYN01;s_WQYN01_sp009781225 0 0 9.43895339980764e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Actinomycetales;f_unclassify_o_Actinomycetales;g_unclassify_o_Actinomycetales;s_unclassify_o_Actinomycetales 0 4.82896872255393e-05 2.40870098215396e-06 4.5605271590274e-06
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Frankiaceae;g_Protofrankia;s_Protofrankia_californiensis 2.13694670974987e-06 0 2.66882912646135e-05 2.98956814635594e-05
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Frankiaceae;g_Protofrankia;s_Protofrankia_sp917627385 9.78631155348906e-08 0 2.08262372332377e-05 1.04963746585656e-05
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Micromonosporaceae;g_Actinoplanes;s_Actinoplanes_sp030252345 0 0 2.9368293682165e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Micromonosporaceae;g_Micromonospora;s_unclassify_g_Micromonospora 0 0 3.44180669908315e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium_faecale 0 1.91216156781669e-06 4.51855686395949e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium_mastitidis 0 5.78244204258488e-05 1.7264354898483e-05 2.02145036461186e-05
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium_pacaense 0 7.33451407686613e-06 5.32247778322285e-07 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium_phocae 0 0 1.84932289482585e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium_sp002363255 0 0 5.51455406784059e-06 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium_sp022712275 0 0 1.20154966246076e-05 0
d_Bacteria;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium_sp030532715 0 0 6.66651458572498e-07 0
