pathway	cpd
ko00996	C10733
ko00996	C10738
ko00996	C10740
ko00996	C10820
ko00996	C10826
ko00996	C10827
ko00996	C11379
ko00996	C12092
ko00996	C12093
ko00996	C16666
ko00996	C16716
ko00996	C16719
ko00996	C16721
ko00996	C16723
ko00996	C16724
ko00996	C16725
ko00996	C16726
ko00996	C16727
ko00996	C16735
ko00996	C17268
ko00996	C18202
ko00996	C19819
ko00996	C21841
ko00996	C22289
ko00996	C22433
ko00996	C22434
ko00996	C22435
ko00996	C22436
ko00996	C22437
ko00996	C22446
ko00996	C22447
ko00996	C22448
ko00997	C00022
ko00997	C00024
ko00997	C00025
ko00997	C00026
ko00997	C00036
ko00997	C00041
ko00997	C00047
ko00997	C00049
ko00997	C00065
ko00997	C00077
ko00997	C00078
ko00997	C00079
ko00997	C00082
ko00997	C00083
ko00997	C00085
ko00997	C00108
ko00997	C00129
ko00997	C00197
ko00997	C00251
ko00997	C00279
ko00997	C00353
ko00997	C00441
ko00997	C00515
ko00997	C01005
ko00997	C01028
ko00997	C03401
ko00997	C03955
ko00997	C04075
ko00997	C05554
ko00997	C12115
ko00997	C20333
ko00997	C20644
ko00997	C20799
ko00997	C20834
ko00997	C20851
ko00997	C20852
ko00997	C20853
ko00997	C20854
ko00997	C21108
ko00997	C21129
ko00997	C21130
ko00997	C21559
ko00997	C21889
ko00997	C21891
ko00997	C21978
ko00997	C21979
ko00997	C22072
ko00997	C22073
ko00997	C22074
ko00997	C22075
ko00997	C22101
ko00997	C22102
ko00997	C22137
ko00997	C22138
ko00997	C22139
ko00997	C22140
ko00997	C22141
ko00997	C22142
ko00997	C22143
ko00997	C22144
ko00997	C22145
ko00997	C22146
ko00997	C22147
ko00997	C22148
ko00997	C22149
ko00997	C22449
ko00998	C00002
ko00998	C00022
ko00998	C00024
ko00998	C00025
ko00998	C00026
ko00998	C00036
ko00998	C00049
ko00998	C00061
ko00998	C00062
ko00998	C00065
ko00998	C00074
ko00998	C00077
ko00998	C00082
ko00998	C00083
ko00998	C00085
ko00998	C00088
ko00998	C00092
ko00998	C00108
ko00998	C00129
ko00998	C00197
ko00998	C00251
ko00998	C00254
ko00998	C00279
ko00998	C00353
ko00998	C00441
ko00998	C00448
ko00998	C00979
ko00998	C01005
ko00998	C01179
ko00998	C01610
ko00998	C01841
ko00998	C02247
ko00998	C02798
ko00998	C03167
ko00998	C03401
ko00998	C05933
ko00998	C06451
ko00998	C06452
ko00998	C06454
ko00998	C07024
ko00998	C07025
ko00998	C07026
ko00998	C07027
ko00998	C07028
ko00998	C07029
ko00998	C07030
ko00998	C07031
ko00998	C07032
ko00998	C07044
ko00998	C08057
ko00998	C09668
ko00998	C10641
ko00998	C12115
ko00998	C12212
ko00998	C12213
ko00998	C19814
ko00998	C19815
ko00998	C19939
ko00998	C20397
ko00998	C20399
ko00998	C20400
ko00998	C20402
ko00998	C20403
ko00998	C20404
ko00998	C20405
ko00998	C20407
ko00998	C20639
ko00998	C20651
ko00998	C20668
ko00998	C20940
ko00998	C20941
ko00998	C20942
ko00998	C20953
ko00998	C20961
ko00998	C20962
ko00998	C20963
ko00998	C20964
ko00998	C20966
ko00998	C21085
ko00998	C21086
ko00998	C21087
ko00998	C21093
ko00998	C21140
ko00998	C21141
ko00998	C21330
ko00998	C21559
ko00998	C21646
ko00998	C21647
ko00998	C21648
ko00998	C21803
ko00998	C21804
ko00998	C21805
ko00998	C21873
ko00998	C21874
ko00998	C21875
ko00998	C22216
ko00998	C22217
ko00998	C22388
ko00998	C22416
ko00998	C22425
ko00998	C22455
ko00998	C22617
ko00998	C22618
ko00998	C22619
ko00998	C22629
ko00998	C22631
ko00998	C22650
ko00998	C22651
ko00999	C00019
ko00999	C00024
ko00999	C00036
ko00999	C00049
ko00999	C00073
ko00999	C00074
ko00999	C00078
ko00999	C00079
ko00999	C00082
ko00999	C00083
ko00999	C00108
ko00999	C00179
ko00999	C00223
ko00999	C00251
ko00999	C00254
ko00999	C00323
ko00999	C00353
ko00999	C00406
ko00999	C00423
ko00999	C00448
ko00999	C00463
ko00999	C00493
ko00999	C00590
ko00999	C00751
ko00999	C00758
ko00999	C00841
ko00999	C01054
ko00999	C01158
ko00999	C01198
ko00999	C01424
ko00999	C01527
ko00999	C01557
ko00999	C01752
ko00999	C01772
ko00999	C01864
ko00999	C02162
ko00999	C02274
ko00999	C02637
ko00999	C02951
ko00999	C03506
ko00999	C04498
ko00999	C04576
ko00999	C04831
ko00999	C05158
ko00999	C05324
ko00999	C05366
ko00999	C05838
ko00999	C05839
ko00999	C05851
ko00999	C06098
ko00999	C06972
ko00999	C07578
ko00999	C08304
ko00999	C08307
ko00999	C08308
ko00999	C08588
ko00999	C08589
ko00999	C08616
ko00999	C08942
ko00999	C08946
ko00999	C08972
ko00999	C09060
ko00999	C09263
ko00999	C09265
ko00999	C09276
ko00999	C09305
ko00999	C09311
ko00999	C09315
ko00999	C10556
ko00999	C10557
ko00999	C10646
ko00999	C10682
ko00999	C10784
ko00999	C10874
ko00999	C11130
ko00999	C12312
ko00999	C15485
ko00999	C15486
ko00999	C15500
ko00999	C15501
ko00999	C15502
ko00999	C15769
ko00999	C15770
ko00999	C15772
ko00999	C17055
ko00999	C17062
ko00999	C17148
ko00999	C17513
ko00999	C18062
ko00999	C18079
ko00999	C18080
ko00999	C18083
ko00999	C18167
ko00999	C18325
ko00999	C19707
ko00999	C19730
ko00999	C19731
ko00999	C19829
ko00999	C19867
ko00999	C19868
ko00999	C19869
ko00999	C20406
ko00999	C20413
ko00999	C20417
ko00999	C20454
ko00999	C20455
ko00999	C20456
ko00999	C20713
ko00999	C20715
ko00999	C20716
ko00999	C20725
ko00999	C20778
ko00999	C20779
ko00999	C20780
ko00999	C20894
ko00999	C21183
ko00999	C21184
ko00999	C21191
ko00999	C21459
ko00999	C21601
ko00999	C21602
ko00999	C21903
ko00999	C22007
ko00999	C22070
ko00999	C22127
ko00999	C22128
ko00999	C22129
ko00999	C22152
ko00999	C22153
ko00999	C22156
ko00999	C22438
ko00999	C22444
ko00999	C22445
ko00999	C22452
ko00999	C22652
ko00999	C22653
ko00999	C22654
ko00999	C22655
ko00999	C22656
ko00999	C22657
ko00999	C22658
ko00999	C22659
ko00999	C22660
ko00999	C22661
ko00999	C22662
ko00999	C22663
ko00999	C22664
ko00999	C22665
ko00999	C22666
ko01040	C00154
ko01040	C00219
ko01040	C00249
ko01040	C00412
ko01040	C00510
ko01040	C00712
ko01040	C01203
ko01040	C01530
ko01040	C01595
ko01040	C02041
ko01040	C02050
ko01040	C02249
ko01040	C03035
ko01040	C03242
ko01040	C03595
ko01040	C04088
ko01040	C05764
ko01040	C06425
ko01040	C06426
ko01040	C06427
ko01040	C06428
ko01040	C06429
ko01040	C08281
ko01040	C08316
ko01040	C08320
ko01040	C08323
ko01040	C16160
ko01040	C16161
ko01040	C16162
ko01040	C16163
ko01040	C16164
ko01040	C16165
ko01040	C16166
ko01040	C16167
ko01040	C16168
ko01040	C16169
ko01040	C16170
ko01040	C16171
ko01040	C16172
ko01040	C16173
ko01040	C16179
ko01040	C16180
ko01040	C16513
ko01040	C16522
ko01040	C16525
ko01040	C16526
ko01040	C16527
ko01040	C16528
ko01040	C16529
ko01040	C16530
ko01040	C16531
ko01040	C16532
ko01040	C16533
ko01040	C16645
ko01040	C17279
ko01040	C21072
ko01040	C21932
ko01040	C21934
ko01040	C21935
ko01040	C21937
ko01040	C21939
ko01040	C21941
ko01040	C21943
ko01040	C21945
ko01040	C21947
ko01040	C21949
ko01040	C21951
ko01040	C21953
ko01040	C21959
ko01040	C21961
ko01040	C21963
ko01040	C21965
ko01040	C21967
ko01040	C21981
ko01051	C00029
ko01051	C01848
ko01051	C12044
ko01051	C12045
ko01051	C12106
ko01051	C12107
ko01051	C12108
ko01051	C12109
ko01051	C12176
ko01051	C12177
ko01051	C12210
ko01051	C12211
ko01051	C12212
ko01051	C12213
ko01051	C12214
ko01051	C12215
ko01051	C12246
ko01051	C12247
ko01051	C14540
ko01051	C14721
ko01051	C14722
ko01051	C14723
ko01051	C14724
ko01051	C14725
ko01051	C14727
ko01051	C20134
ko01051	C20135
ko01051	C20136
ko01051	C20137
ko01051	C20138
ko01051	C20139
ko01051	C20140
ko01052	C01375
ko01052	C01457
ko01052	C01848
ko01052	C01912
ko01052	C01946
ko01052	C06573
ko01052	C06690
ko01052	C07909
ko01052	C08073
ko01052	C11300
ko01052	C11984
ko01052	C11996
ko01052	C11999
ko01052	C12045
ko01052	C12102
ko01052	C12148
ko01052	C12151
ko01052	C12152
ko01052	C12153
ko01052	C12155
ko01052	C12157
ko01052	C21275
ko01052	C21276
ko01052	C21277
ko01052	C21278
ko01053	C00158
ko01053	C00196
ko01053	C00230
ko01053	C00251
ko01053	C00315
ko01053	C00805
ko01053	C00885
ko01053	C02637
ko01053	C04171
ko01053	C05821
ko01053	C06769
ko01053	C12037
ko01053	C12038
ko01053	C12216
ko01053	C12219
ko01053	C12220
ko01053	C12221
ko01053	C20883
ko01053	C20884
ko01053	C20885
ko01053	C20952
ko01053	C22004
ko01053	C22069
ko01053	C22273
ko01054	C00065
ko01054	C01540
ko01054	C01895
ko01054	C05371
ko01054	C11218
ko01054	C11615
ko01054	C12030
ko01054	C12041
ko01054	C12042
ko01054	C12043
ko01054	C12265
ko01054	C12266
ko01054	C12267
ko01054	C12268
ko01054	C15482
ko01054	C18618
ko01054	C22668
ko01055	C00082
ko01055	C00083
ko01055	C00842
ko01055	C01179
ko01055	C03198
ko01055	C03590
ko01055	C06620
ko01055	C06689
ko01055	C11907
ko01055	C12014
ko01055	C12026
ko01055	C12318
ko01055	C12319
ko01055	C12320
ko01055	C12321
ko01055	C12322
ko01055	C12323
ko01055	C12324
ko01055	C12325
ko01056	C00024
ko01056	C00083
ko01056	C00100
ko01056	C00136
ko01056	C12348
ko01056	C12350
ko01056	C12354
ko01056	C12355
ko01056	C12356
ko01056	C12441
ko01056	C12442
ko01056	C18293
ko01056	C18327
ko01056	C18328
ko01056	C18329
ko01056	C18330
ko01056	C18331
ko01056	C18332
ko01056	C18333
ko01056	C18334
ko01056	C18335
ko01056	C18336
ko01056	C18337
ko01056	C21430
ko01057	C00061
ko01057	C01661
ko01057	C01847
ko01057	C01907
ko01057	C02811
ko01057	C03206
ko01057	C06570
ko01057	C06571
ko01057	C06624
ko01057	C06627
ko01057	C06628
ko01057	C06629
ko01057	C06654
ko01057	C06691
ko01057	C06799
ko01057	C06801
ko01057	C12366
ko01057	C12367
ko01057	C12368
ko01057	C12369
ko01057	C12370
ko01057	C12371
ko01057	C12373
ko01057	C12374
ko01057	C12375
ko01057	C12376
ko01057	C12377
ko01057	C12378
ko01057	C12379
ko01057	C12380
ko01057	C12381
ko01057	C12382
ko01057	C12383
ko01057	C12384
ko01057	C12385
ko01057	C12386
ko01057	C12387
ko01057	C12388
ko01057	C12389
ko01057	C12390
ko01057	C12391
ko01057	C12392
ko01057	C12393
ko01057	C12394
ko01057	C12395
ko01057	C12396
ko01057	C12397
ko01057	C12398
ko01057	C12399
ko01057	C12400
ko01057	C12401
ko01057	C12402
ko01057	C12404
ko01057	C12405
ko01057	C12406
ko01057	C12407
ko01057	C12408
ko01057	C12409
ko01057	C12410
ko01057	C12411
ko01057	C12412
ko01057	C12413
ko01057	C12414
ko01057	C12415
ko01057	C12416
ko01057	C12417
ko01057	C12418
ko01057	C12419
ko01057	C12420
ko01057	C12421
ko01057	C12422
ko01057	C12423
ko01057	C12424
ko01057	C12425
ko01057	C12426
ko01057	C12427
ko01057	C12428
ko01057	C12429
ko01057	C12430
ko01057	C12431
ko01057	C12432
ko01057	C12433
ko01057	C12434
ko01057	C12435
ko01057	C12436
ko01057	C12437
ko01057	C12451
ko01057	C18293
ko01057	C18294
ko01057	C18295
ko01057	C18296
ko01057	C18329
ko01057	C18332
ko01057	C18335
ko01057	C18336
ko01057	C18337
ko01057	C18353
ko01057	C18354
ko01057	C18355
ko01057	C18356
ko01057	C18357
ko01057	C18358
ko01057	C18359
ko01057	C18360
ko01057	C18629
ko01057	C18630
ko01057	C18631
ko01057	C18632
ko01057	C18633
ko01057	C18634
ko01057	C18635
ko01057	C18637
ko01057	C18638
ko01057	C18639
ko01057	C18640
ko01057	C18641
ko01057	C18642
ko01057	C18678
ko01057	C18679
ko01057	C18680
ko01057	C18681
ko01057	C18682
ko01057	C18683
ko01057	C18684
ko01057	C18685
ko01057	C18709
ko01057	C18710
ko01057	C18711
ko01057	C18778
ko01057	C18822
ko01057	C18823
ko01057	C18824
ko01057	C18835
ko01057	C20689
ko01057	C20974
ko01057	C20975
ko01057	C20976
ko01057	C20977
ko01059	C00082
ko01059	C00083
ko01059	C00251
ko01059	C00636
ko01059	C02657
ko01059	C11438
ko01059	C11442
ko01059	C11447
ko01059	C11448
ko01059	C11449
ko01059	C11468
ko01059	C11469
ko01059	C12049
ko01059	C18054
ko01059	C19686
ko01059	C20810
ko01059	C20841
ko01059	C20842
ko01059	C20856
ko01059	C20857
ko01059	C21292
ko01059	C21301
ko01059	C21306
ko01059	C21307
ko01059	C21308
ko01059	C21309
ko01059	C21311
ko01059	C21312
ko01059	C21313
ko01059	C21314
ko01059	C21315
ko01059	C21316
ko01059	C21317
ko01059	C21318
ko01059	C21319
ko01059	C21320
ko01059	C21321
ko01059	C21322
ko01059	C21323
ko01059	C21324
ko01059	C21325
ko01059	C21326
ko01059	C21327
ko01059	C21328
ko01059	C21337
ko01059	C21338
ko01059	C21339
ko01059	C21340
ko01059	C21341
ko01059	C21342
ko01059	C21343
ko01059	C21344
ko01059	C21345
ko01059	C21346
ko01059	C21347
ko01059	C21348
ko01059	C21349
ko01059	C21350
ko01059	C21356
ko01059	C21357
ko01059	C21358
ko01059	C21361
ko01059	C21363
ko01060	C00019
ko01060	C00020
ko01060	C00022
ko01060	C00024
ko01060	C00025
ko01060	C00026
ko01060	C00029
ko01060	C00032
ko01060	C00036
ko01060	C00037
ko01060	C00041
ko01060	C00042
ko01060	C00047
ko01060	C00049
ko01060	C00062
ko01060	C00064
ko01060	C00065
ko01060	C00073
ko01060	C00074
ko01060	C00077
ko01060	C00078
ko01060	C00079
ko01060	C00082
ko01060	C00083
ko01060	C00085
ko01060	C00091
ko01060	C00097
ko01060	C00103
ko01060	C00108
ko01060	C00118
ko01060	C00119
ko01060	C00122
ko01060	C00123
ko01060	C00129
ko01060	C00130
ko01060	C00134
ko01060	C00135
ko01060	C00144
ko01060	C00149
ko01060	C00152
ko01060	C00158
ko01060	C00166
ko01060	C00170
ko01060	C00183
ko01060	C00188
ko01060	C00197
ko01060	C00235
ko01060	C00236
ko01060	C00249
ko01060	C00251
ko01060	C00253
ko01060	C00254
ko01060	C00267
ko01060	C00279
ko01060	C00311
ko01060	C00341
ko01060	C00353
ko01060	C00354
ko01060	C00355
ko01060	C00356
ko01060	C00371
ko01060	C00385
ko01060	C00398
ko01060	C00407
ko01060	C00408
ko01060	C00417
ko01060	C00418
ko01060	C00423
ko01060	C00430
ko01060	C00448
ko01060	C00450
ko01060	C00483
ko01060	C00493
ko01060	C00631
ko01060	C00655
ko01060	C00668
ko01060	C00712
ko01060	C00751
ko01060	C00766
ko01060	C00903
ko01060	C01054
ko01060	C01179
ko01060	C01180
ko01060	C01234
ko01060	C01495
ko01060	C01500
ko01060	C01530
ko01060	C01595
ko01060	C01628
ko01060	C01672
ko01060	C01753
ko01060	C01789
ko01060	C01852
ko01060	C01902
ko01060	C02094
ko01060	C02394
ko01060	C02477
ko01060	C02637
ko01060	C03089
ko01060	C03470
ko01060	C03722
ko01060	C03758
ko01060	C03765
ko01060	C04076
ko01060	C04188
ko01060	C04677
ko01060	C04734
ko01060	C05306
ko01060	C05413
ko01060	C05427
ko01060	C05432
ko01060	C05433
ko01060	C05435
ko01060	C05442
ko01060	C06082
ko01060	C06178
ko01060	C06181
ko01060	C06366
ko01060	C06423
ko01060	C06427
ko01060	C06523
ko01060	C06547
ko01060	C06866
ko01060	C07130
ko01060	C07289
ko01060	C07480
ko01060	C07481
ko01060	C08366
ko01060	C08491
ko01060	C08814
ko01060	C08817
ko01060	C08898
ko01060	C08902
ko01060	C09010
ko01060	C09049
ko01060	C10138
ko01060	C11434
ko01060	C11437
ko01060	C13747
ko01060	C15794
ko01060	C16724
ko01061	C00022
ko01061	C00024
ko01061	C00026
ko01061	C00036
ko01061	C00042
ko01061	C00074
ko01061	C00078
ko01061	C00079
ko01061	C00085
ko01061	C00091
ko01061	C00108
ko01061	C00118
ko01061	C00122
ko01061	C00149
ko01061	C00156
ko01061	C00158
ko01061	C00196
ko01061	C00197
ko01061	C00223
ko01061	C00230
ko01061	C00236
ko01061	C00251
ko01061	C00254
ko01061	C00267
ko01061	C00279
ko01061	C00311
ko01061	C00323
ko01061	C00354
ko01061	C00406
ko01061	C00411
ko01061	C00415
ko01061	C00417
ko01061	C00482
ko01061	C00493
ko01061	C00504
ko01061	C00509
ko01061	C00568
ko01061	C00590
ko01061	C00631
ko01061	C00633
ko01061	C00668
ko01061	C00755
ko01061	C00758
ko01061	C00805
ko01061	C00811
ko01061	C00814
ko01061	C00841
ko01061	C00858
ko01061	C00885
ko01061	C00974
ko01061	C01158
ko01061	C01197
ko01061	C01424
ko01061	C01451
ko01061	C01477
ko01061	C01494
ko01061	C01527
ko01061	C01557
ko01061	C01617
ko01061	C01752
ko01061	C02162
ko01061	C02325
ko01061	C02637
ko01061	C02646
ko01061	C02666
ko01061	C03582
ko01061	C04576
ko01061	C05366
ko01061	C05608
ko01061	C05610
ko01061	C05619
ko01061	C05821
ko01061	C05903
ko01061	C05905
ko01061	C05906
ko01061	C06202
ko01061	C06561
ko01061	C06562
ko01061	C06563
ko01061	C07593
ko01061	C08650
ko01061	C09060
ko01061	C09263
ko01061	C09276
ko01061	C09305
ko01061	C09315
ko01061	C09727
ko01061	C09762
ko01061	C09980
ko01061	C10205
ko01061	C10208
ko01061	C10503
ko01061	C10516
ko01061	C10556
ko01061	C10557
ko01061	C10682
ko01061	C10874
ko01061	C10886
ko01061	C12125
ko01061	C12203
ko01061	C12204
ko01061	C12305
ko01061	C18080
ko01061	C18083
ko01061	C18167
ko01061	C19707
ko01062	C00022
ko01062	C00024
ko01062	C00026
ko01062	C00036
ko01062	C00042
ko01062	C00074
ko01062	C00085
ko01062	C00092
ko01062	C00118
ko01062	C00122
ko01062	C00129
ko01062	C00149
ko01062	C00158
ko01062	C00197
ko01062	C00235
ko01062	C00236
ko01062	C00267
ko01062	C00311
ko01062	C00341
ko01062	C00353
ko01062	C00354
ko01062	C00356
ko01062	C00381
ko01062	C00417
ko01062	C00418
ko01062	C00448
ko01062	C00521
ko01062	C00631
ko01062	C00751
ko01062	C00859
ko01062	C01054
ko01062	C01143
ko01062	C01414
ko01062	C01433
ko01062	C01499
ko01062	C01500
ko01062	C01753
ko01062	C01789
ko01062	C01852
ko01062	C01902
ko01062	C02004
ko01062	C02094
ko01062	C02344
ko01062	C02462
ko01062	C03190
ko01062	C04574
ko01062	C05413
ko01062	C05432
ko01062	C05433
ko01062	C05442
ko01062	C05859
ko01062	C06071
ko01062	C06074
ko01062	C06076
ko01062	C06081
ko01062	C06082
ko01062	C06089
ko01062	C06090
ko01062	C06098
ko01062	C06099
ko01062	C06304
ko01062	C06308
ko01062	C06394
ko01062	C07394
ko01062	C07601
ko01062	C07667
ko01062	C08601
ko01062	C08616
ko01062	C08624
ko01062	C08627
ko01062	C08628
ko01062	C08748
ko01062	C08797
ko01062	C08814
ko01062	C09189
ko01062	C09621
ko01062	C09684
ko01062	C09704
ko01062	C09839
ko01062	C09847
ko01062	C09848
ko01062	C09849
ko01062	C09871
ko01062	C11356
ko01062	C11388
ko01062	C11389
ko01062	C11393
ko01062	C11434
ko01062	C11437
ko01062	C11811
ko01062	C11878
ko01062	C11894
ko01062	C11901
ko01062	C12142
ko01062	C13453
ko01062	C16141
ko01062	C16143
ko01062	C16521
ko01063	C00022
ko01063	C00024
ko01063	C00026
ko01063	C00036
ko01063	C00042
ko01063	C00074
ko01063	C00078
ko01063	C00079
ko01063	C00082
ko01063	C00085
ko01063	C00091
ko01063	C00108
ko01063	C00118
ko01063	C00122
ko01063	C00149
ko01063	C00158
ko01063	C00180
ko01063	C00183
ko01063	C00197
ko01063	C00236
ko01063	C00251
ko01063	C00254
ko01063	C00267
ko01063	C00279
ko01063	C00311
ko01063	C00323
ko01063	C00354
ko01063	C00355
ko01063	C00398
ko01063	C00417
ko01063	C00483
ko01063	C00493
ko01063	C00630
ko01063	C00631
ko01063	C00643
ko01063	C00668
ko01063	C00755
ko01063	C00757
ko01063	C00780
ko01063	C01179
ko01063	C01516
ko01063	C01575
ko01063	C01626
ko01063	C01795
ko01063	C01852
ko01063	C01897
ko01063	C02105
ko01063	C02106
ko01063	C02637
ko01063	C02765
ko01063	C03005
ko01063	C03470
ko01063	C03506
ko01063	C03677
ko01063	C03758
ko01063	C03765
ko01063	C04118
ko01063	C05176
ko01063	C05178
ko01063	C05189
ko01063	C05202
ko01063	C05220
ko01063	C05587
ko01063	C06160
ko01063	C06161
ko01063	C06165
ko01063	C06171
ko01063	C06173
ko01063	C06332
ko01063	C06522
ko01063	C06526
ko01063	C06527
ko01063	C06528
ko01063	C06533
ko01063	C06535
ko01063	C06536
ko01063	C06538
ko01063	C06546
ko01063	C06866
ko01063	C07201
ko01063	C07304
ko01063	C07544
ko01063	C07547
ko01063	C07576
ko01063	C07592
ko01063	C08300
ko01063	C08301
ko01063	C08312
ko01063	C08526
ko01063	C08532
ko01063	C09024
ko01063	C09089
ko01063	C09107
ko01063	C09209
ko01063	C09243
ko01063	C09244
ko01063	C09390
ko01063	C09421
ko01063	C09541
ko01063	C09642
ko01063	C09654
ko01063	C10632
ko01063	C10660
ko01063	C10722
ko01063	C10733
ko01063	C10738
ko01063	C10740
ko01063	C11250
ko01063	C11379
ko01063	C11680
ko01063	C11691
ko01063	C11816
ko01063	C12093
ko01063	C12162
ko01063	C12173
ko01063	C12231
ko01063	C16666
ko01063	C16700
ko01063	C16701
ko01063	C16702
ko01063	C16703
ko01063	C16704
ko01063	C16705
ko01063	C16706
ko01063	C16707
ko01063	C16708
ko01063	C16709
ko01063	C16710
ko01063	C16712
ko01063	C16713
ko01063	C16714
ko01063	C16716
ko01063	C16719
ko01063	C16721
ko01063	C16723
ko01063	C16724
ko01063	C16725
ko01063	C16726
ko01063	C16727
ko01063	C16728
ko01063	C16735
ko01063	C17268
ko01063	C18202
ko01064	C00022
ko01064	C00024
ko01064	C00025
ko01064	C00026
ko01064	C00036
ko01064	C00042
ko01064	C00047
ko01064	C00049
ko01064	C00062
ko01064	C00077
ko01064	C00079
ko01064	C00085
ko01064	C00091
ko01064	C00118
ko01064	C00122
ko01064	C00134
ko01064	C00149
ko01064	C00158
ko01064	C00197
ko01064	C00253
ko01064	C00267
ko01064	C00311
ko01064	C00407
ko01064	C00408
ko01064	C00417
ko01064	C00450
ko01064	C00512
ko01064	C00668
ko01064	C00729
ko01064	C00745
ko01064	C00783
ko01064	C01416
ko01064	C01456
ko01064	C01672
ko01064	C01851
ko01064	C02046
ko01064	C02611
ko01064	C03722
ko01064	C03882
ko01064	C04076
ko01064	C05607
ko01064	C06176
ko01064	C06177
ko01064	C06178
ko01064	C06179
ko01064	C06180
ko01064	C06181
ko01064	C06182
ko01064	C06183
ko01064	C06184
ko01064	C06185
ko01064	C06366
ko01064	C06521
ko01064	C07475
ko01064	C10126
ko01064	C10157
ko01064	C10171
ko01064	C10173
ko01064	C10763
ko01064	C10772
ko01064	C10773
ko01064	C10783
ko01064	C10860
ko01064	C10865
ko01064	C11359
ko01064	C12448
ko01064	C16697
ko01065	C00020
ko01065	C00022
ko01065	C00024
ko01065	C00026
ko01065	C00036
ko01065	C00042
ko01065	C00085
ko01065	C00091
ko01065	C00118
ko01065	C00119
ko01065	C00122
ko01065	C00123
ko01065	C00130
ko01065	C00135
ko01065	C00144
ko01065	C00149
ko01065	C00158
ko01065	C00197
ko01065	C00267
ko01065	C00311
ko01065	C00385
ko01065	C00388
ko01065	C00417
ko01065	C00655
ko01065	C00668
ko01065	C01762
ko01065	C04666
ko01065	C04677
ko01065	C04734
ko01065	C07130
ko01065	C07474
ko01065	C07480
ko01065	C07481
ko01065	C08262
ko01065	C16696
ko01066	C00022
ko01066	C00024
ko01066	C00026
ko01066	C00036
ko01066	C00042
ko01066	C00083
ko01066	C00085
ko01066	C00091
ko01066	C00118
ko01066	C00122
ko01066	C00149
ko01066	C00158
ko01066	C00187
ko01066	C00197
ko01066	C00267
ko01066	C00311
ko01066	C00341
ko01066	C00353
ko01066	C00356
ko01066	C00417
ko01066	C00448
ko01066	C00668
ko01066	C00751
ko01066	C01500
ko01066	C01852
ko01066	C06091
ko01066	C06423
ko01066	C06523
ko01066	C06525
ko01066	C06543
ko01066	C08660
ko01066	C09782
ko01066	C09910
ko01066	C09943
ko01066	C09945
ko01066	C09987
ko01066	C09990
ko01066	C10138
ko01066	C10165
ko01066	C10811
ko01066	C10820
ko01066	C10822
ko01066	C10824
ko01066	C10826
ko01066	C10827
ko01066	C10829
ko01066	C11437
ko01066	C15610
ko01070	C00019
ko01070	C00020
ko01070	C00022
ko01070	C00024
ko01070	C00026
ko01070	C00036
ko01070	C00042
ko01070	C00049
ko01070	C00073
ko01070	C00074
ko01070	C00078
ko01070	C00079
ko01070	C00083
ko01070	C00085
ko01070	C00091
ko01070	C00108
ko01070	C00118
ko01070	C00119
ko01070	C00122
ko01070	C00129
ko01070	C00130
ko01070	C00149
ko01070	C00154
ko01070	C00158
ko01070	C00197
ko01070	C00235
ko01070	C00251
ko01070	C00267
ko01070	C00279
ko01070	C00311
ko01070	C00341
ko01070	C00353
ko01070	C00356
ko01070	C00371
ko01070	C00412
ko01070	C00417
ko01070	C00418
