CPD_ID	MS2_name	MS2_score	level	MS1_name	MS1_ppm	mz	rt	Formula	type	HMDB	Chinese.Name	CAS	KEGG COMPOUND ID	Super.Class	Superclass.Chinese	Class	Class.Chinese	Sub.Class	Subclass.Chinese
CPD0097	Arachidonoylcarnitine (Car(20:4))	3.96	level1			448.3423	88.3	C27H45NO4	POS	HMDB0006455	花生四烯酰肉碱	36816-11-2		Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty acid esters	脂肪酸酯
CPD0098	Adenosine	3.96	level1			268.1038	77.5	C10H13N5O4	POS	HMDB0000050	腺苷	58-61-7	C00212	"Nucleosides, nucleotides, and analogues"	核苷、核苷酸和类似物	Purine nucleosides	嘌呤核苷类	Purine nucleosides	嘌呤核苷类
CPD0099	Creatinine	3.96	level1			114.0661	76.7	C4H7N3O	POS	HMDB0000562	肌酸酐	60-27-5	C00791	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0100	Bistris	3.96	level1			210.1335	70.9	C8H19NO5	POS	HMDB0249241		6976-37-0		Organic nitrogen compounds	有机含氮化合物	Organonitrogen compounds	有机氮化合物	Amines	胺
CPD0101	"(2R)-3-(((2-Aminoethoxy)(hydroxy)phosphoryl)oxy)propane-1,2-diyl ditetradecanoate"	3.96	level1			636.4601	48	C33H66NO8P	POS	HMDB0008821	1，2 -二肉豆蔻酰基- Sn -甘油- 3 -磷酸乙醇胺	998-07-2		Lipids and lipid-like molecules	脂质和类脂分子	Glycerophospholipids	甘油磷脂类	Glycerophosphoethanolamines	磷脂酰乙醇胺
CPD0102	"1-(2-Hydroxyethyl)-2,2,6,6-tetramethyl-4-piperidinol"	3.96	level1			202.1801	36.1	C11H23NO2	POS		4 -羟基- 1 - ( 2 -羟乙基) - 2，2，6，6 -四甲基哌啶	52722-86-8		Organoheterocyclic compounds	有机杂环化合物	Piperidines	哌啶	Piperidines	哌啶
CPD0103	Betaxolol	3.96	level1			308.2219	35.6	C18H29NO3	POS	HMDB0014341	倍他洛尔	63659-18-7	C06849	Benzenoids	苯环型化合物	Phenols	酚类	Tyrosols and derivatives	对羟苯基乙醇及衍生物
CPD0104	3-Hydroxy-2-methylpyridine	3.96	level1			110.0599	24.8	C6H7NO	POS		3-羟基-2-甲基吡啶	1121-25-1		Organoheterocyclic compounds	有机杂环化合物	Pyridines and derivatives	吡啶及衍生物	Methylpyridines	甲基吡啶
CPD0105	3-Pyridinemethanol	3.96	level1			110.0599	24.8	C6H7NO	POS	HMDB0245980	3-吡啶甲醇	100-55-0	D05158	Organoheterocyclic compounds	有机杂环化合物	Pyridines and derivatives	吡啶及衍生物	Pyridines and derivatives	吡啶及衍生物
CPD0106	1-Methylpyrrolidine	3.96	level1			86.0963	19.7	C5H11N	POS	HMDB0243946	1-甲基吡咯烷	120-94-5		Organoheterocyclic compounds	有机杂环化合物	Pyrrolidines	吡咯烷	N-alkylpyrrolidines	N-烷基吡咯烷
CPD0107	Isoxsuprine hydrochloride	3.96	level1			284.1644	18.8	C18H23NO3	POS	HMDB0253715	异舒普林	579-56-6	D08092	Benzenoids	苯环型化合物	Benzene and substituted derivatives	苯和取代衍生物	Phenylpropanes	苯丙烷
CPD0108	"Tris(2,4-di-tert-butylphenyl)phosphate"	3.96	level1			663.4533	15.7	C42H63O4P	POS		"三( 2 , 4 -二叔丁基苯基)磷酸"	31570-04-4		Organic acids and derivatives	有机酸及其衍生物	Organic phosphoric acids and derivatives	有机磷酸及衍生物	Phosphate esters	磷酸酯
CPD0109	Myristoylcarnitine	3.96	level1			372.3109	102.3	C21H41NO4	POS	HMDB0005066	十四烷酰基肉碱	25597-07-3		Organic nitrogen compounds	有机含氮化合物	Organonitrogen compounds	有机氮化合物	Quaternary ammonium salts	季铵盐
CPD0110	Ile-Leu	3.95	level1			245.1859	98.3	C12H24N2O3	POS	HMDB0028911	异亮氨酸-亮氨酸	26462-22-6		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0111	"N,N-Dimethylarginine (ADMA)"	3.95	level1			203.1502	276.3	C8H18N4O2	POS	HMDB0001539	N，N -二甲基精氨酸	30315-93-6	C03626	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0112	Phosphorylcholine	3.95	level1			184.0731	272	C5H15NO4P	POS	HMDB0001565	胆碱磷酸	3616-04-4	C00588	Organic nitrogen compounds	有机含氮化合物	Organonitrogen compounds	有机氮化合物	Quaternary ammonium salts	季铵盐
CPD0113	N-Acetylglucosamine 6-Phosphate	3.95	level1			284.0532	259.5	C8H16NO9P	POS	HMDB0001062	N -乙酰- D -氨基葡萄糖- 6 -磷酸	18191-20-3	C00357	Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbohydrates and carbohydrate conjugates	碳水化合物和碳水化合物结合物
CPD0114	UDP-N-acetylglucosamine	3.95	level1			608.0896	249.5	C17H27N3O17P2	POS	HMDB0000290	尿苷二磷酸- N -乙酰氨基葡萄糖	528-04-1	C00043	"Nucleosides, nucleotides, and analogues"	核苷、核苷酸和类似物	Pyrimidine nucleotides	嘧啶核苷酸类	Pyrimidine nucleotide sugars	嘧啶核苷酸糖
CPD0115	gamma-Glutamylglutamine	3.95	level1			276.1191	248.4	C10H17N3O6	POS	HMDB0011738	γ-谷氨酰谷氨酰胺	10148-81-9	C05283	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0116	Citrulline	3.95	level1			176.1028	228	C6H13N3O3	POS	HMDB0000904	瓜氨酸	372-75-8	C00327	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0117	Pyruvaldehyde	3.95	level1			71.0141	227.1	C3H4O2	NEG	HMDB0001167	甲基乙二醛	78-98-8	C00546	Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbonyl compounds	羰基化合物
CPD0118	gamma-Glutamylmethionine	3.95	level1			279.1009	217.2	C10H18N2O5S	POS	HMDB0034367	γ -谷氨酰甲硫氨酸	17663-87-5		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0119	Prolylalanine	3.95	level1			185.0936	200	C8H14N2O3	NEG	HMDB0029010	脯氨酰苯丙氨酸	6422-36-2		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0120	Acetylcarnitine (Car(2:0))	3.95	level1			204.1227	182.1	C9H17NO4	POS	HMDB0000201	乙酰-L-肉碱	3040-38-8	C02571	Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty acid esters	脂肪酸酯
CPD0121	Pyroglutamic acid	3.95	level1			128.0356	179.7	C5H7NO3	NEG	HMDB0000267	L-焦谷氨酸	98-79-3	C01879	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0122	N-Acetylcadaverine	3.95	level1			145.1334	174.9	C7H16N2O	POS	HMDB0002284	N - ( 5 -氨基戊基)乙酰胺	32343-73-0		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	Carboxylic acid derivatives	羧酸衍生物
CPD0123	5-Methyl DL-glutamate	3.95	level1			162.076	171.9	C6H11NO4	POS	HMDB0061715	2-氨基-5-甲氧基-5-氧代戊酸	14487-45-7		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0124	Betaine aldehyde	3.95	level1			102.0913	171.4	C5H12NO	POS	HMDB0001252	甜菜醛	7418-61-3	C00576	Organic nitrogen compounds	有机含氮化合物	Organonitrogen compounds	有机氮化合物	Quaternary ammonium salts	季铵盐
CPD0125	N-Acetyl-beta-alanine	3.95	level1			130.0513	169.3	C5H9NO3	NEG	HMDB0061880	N -乙酰- β -丙氨酸	3025-95-4	C01073	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	Carboxylic acids	羧酸
CPD0126	Propionylcarnitine (Car(3:0))	3.95	level1			218.1384	168	C10H19NO4	POS	HMDB0000824	丙酰肉碱	17298-37-2	C03017	Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty acid esters	脂肪酸酯
CPD0127	Acetylglycine	3.95	level1			116.0356	167.5	C4H7NO3	NEG	HMDB0000532	N-乙酰甘氨酸	543-24-8		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0128	Isoleucine	3.95	level1			132.1017	159.5	C6H13NO2	POS	HMDB0000172	L-异亮氨酸	73-32-5	C00407	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0129	Phenylalanine	3.95	level1			166.0861	155.3	C9H11NO2	POS	HMDB0000159	苯丙氨酸	63-91-2	C00079	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0130	Valerylcarnitine	3.95	level1			246.1699	146.6	C12H23NO4	POS	HMDB0013128	戊酰肉碱	40225-14-7		Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty acid esters	脂肪酸酯
CPD0131	LPE(14:0)	3.95	level1			426.2617	120.6	C19H40NO7P	POS	HMDB0011500	1 -十四碳酰基- sn -甘油-3 -磷酸乙醇胺	123060-40-2		Lipids and lipid-like molecules	脂质和类脂分子	Glycerophospholipids	甘油磷脂类	Glycerophosphoethanolamines	磷脂酰乙醇胺
CPD0132	N-Acetylvaline	3.95	level1			158.0826	120.2	C7H13NO3	NEG	HMDB0011757	N -乙酰基- L -缬氨酸	96-81-1		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0133	Val-Ile	3.95	level1			229.1563	111.3	C11H22N2O3	NEG	HMDB0029130	缬氨酸-异亮氨酸	20556-14-3		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0134	Leu-Val	3.95	level1			229.1563	111.3	C11H22N2O3	NEG	HMDB0028942	L-亮氨酰基L -缬氨酸	13588-95-9		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0135	PC(18:0/14:0)	3.95	level1			716.5582	79.7	C40H80NO8P	POS	HMDB0008031	1 -硬脂酰- 2 -肉豆蔻酰- sn -甘油-3 -磷酸胆碱	20664-02-2		Lipids and lipid-like molecules	脂质和类脂分子	Glycerophospholipids	甘油磷脂类	Glycerophosphocholines	甘油磷酸胆碱
CPD0136	Isodeoxycholic acid	3.95	level1			391.2864	57	C24H40O4	NEG	HMDB0002536	异去氧胆酸	566-17-6	C17661	Lipids and lipid-like molecules	脂质和类脂分子	Steroids and steroid derivatives	甾类和甾类衍生物	"Bile acids, alcohols and derivatives"	胆汁酸类、醇类及其衍生物
CPD0137	N-Acetylhistamine	3.95	level1			154.0974	56	C7H11N3O	POS	HMDB0013253	N-乙酰组胺	673-49-4	C05135	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	Carboxylic acid derivatives	羧酸衍生物
CPD0138	2-Aminopurine	3.95	level1			136.0617	54.9	C5H5N5	POS	HMDB0245025	2-氨基嘌呤	452-06-2		Organoheterocyclic compounds	有机杂环化合物	Imidazopyrimidines	咪唑并嘧啶	Purines and purine derivatives	嘌呤和嘌呤衍生物
CPD0139	5'-Methylthioadenosine	3.95	level1			298.0968	35.5	C11H15N5O3S	POS	HMDB0001173	5 ' - 脱氧 - 5’-甲硫腺苷	2457-80-9	C00170	"Nucleosides, nucleotides, and analogues"	核苷、核苷酸和类似物	5'-deoxyribonucleosides	5'-脱氧核糖核苷类	5'-deoxy-5'-thionucleosides	5'-脱氧-5'-硫代核苷类
CPD0140	Uracil	3.95	level1			111.0203	35.4	C4H4N2O2	NEG	HMDB0000300	尿嘧啶	66-22-8	C00106	Organoheterocyclic compounds	有机杂环化合物	Diazines	二氮杂苯	Pyrimidines and pyrimidine derivatives	嘧啶类和嘧啶类衍生物
CPD0141	Hexaethylene glycol	3.95	level1			283.1752	30.2	C12H26O7	POS	HMDB0061822	六甘醇	2615-15-8		Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Ethers	醚
CPD0142	Nicotinamide	3.95	level1			123.0552	28.9	C6H6N2O	POS	HMDB0001406	烟酰胺	98-92-0	C00153	Organoheterocyclic compounds	有机杂环化合物	Pyridines and derivatives	吡啶及衍生物	Pyridinecarboxylic acids and derivatives	吡啶羧酸及衍生物
CPD0143	Pentaethylene glycol	3.95	level1			239.1488	28.9	C10H22O6	POS	HMDB0256256	五甘醇	4792-15-8		Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Ethers	醚
CPD0144	N-acetyldopamine	3.95	level1			196.0968	23.1	C10H13NO3	POS		N-乙酰多巴胺	2494-12-4		Benzenoids	苯环型化合物	Phenols	酚类	Benzenediols	苯二酚
CPD0145	L-tyrosine-methyl-ester	3.95	level1			196.0968	23.1	C10H13NO3	POS	HMDB0029217	L -酪氨酸甲酯	1080-06-4	C03404	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0146	3-Hydroxyacetophenone	3.95	level1			135.0455	19.3	C8H8O2	NEG		3 ' -羟基苯乙酮	121-71-1		Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbonyl compounds	羰基化合物
CPD0147	Nevirapine	3.95	level1			265.1089	19.2	C15H14N4O	NEG	HMDB0014383	奈韦拉平	129618-40-2	C07263	Organic nitrogen compounds	有机含氮化合物	Organonitrogen compounds	有机氮化合物	Amines	胺
CPD0148	AlisolA24-acetate	3.95	level1			531.3706	18.1	C32H52O6	NEG		24-乙酰泽泻醇A	18674-16-3		Lipids and lipid-like molecules	脂质和类脂分子	Prenol lipids	异戊烯醇脂类	Triterpenoids	三萜类
CPD0149	Ligustilide	3.95	level1			191.1065	17.7	C12H14O2	POS	HMDB0302720	藁本内酯	4431-01-0	C16987	Organoheterocyclic compounds	有机杂环化合物	Isobenzofurans	异苯并呋喃	Isobenzofurans	异苯并呋喃
CPD0150	Alfacalcidol	3.95	level1			401.3416	17.7	C27H44O2	POS	HMDB0015504	阿法骨化醇(药名)	41294-56-8	D01518	Lipids and lipid-like molecules	脂质和类脂分子	Steroids and steroid derivatives	甾类和甾类衍生物	Vitamin D and derivatives	维生素D及衍生物
CPD0151	Oleamide	3.95	level1			282.2789	17.6	C18H35NO	POS	HMDB0002117	油酸酰胺	301-02-0	C19670	Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty amides	脂肪酸酰胺
CPD0152	Laurocapram	3.95	level1			282.2789	17.6	C18H35NO	POS	HMDB0253992	月桂氮酮	59227-89-3	D04678	Organoheterocyclic compounds	有机杂环化合物	Lactams	内酰胺	Caprolactams	己内酰胺
CPD0153	Tetradecyl sulfate (sodium)	3.95	level1			293.1799	14	C14H30O4S	NEG	HMDB0014607	硫酸十四烷基酯	1191-50-0		Organic acids and derivatives	有机酸及其衍生物	Organic sulfuric acids and derivatives	有机硫酸及衍生物	Sulfuric acid esters	硫酸酯
CPD0154	Cholesteryl sulfate	3.95	level1			465.3055	14	C27H46O4S	NEG	HMDB0000653	胆固醇硫酸酯	1256-86-6	C18043	Lipids and lipid-like molecules	脂质和类脂分子	Steroids and steroid derivatives	甾类和甾类衍生物	Cholestane steroids	胆甾烷类固醇
CPD0155	Serine	3.95	level1			106.0498	221.8	C3H7NO3	POS	HMDB0000187	丝氨酸	56-45-1	C00065	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0156	MeAIB	3.94	level1			118.0861	177.3	C5H11NO2	POS	HMDB0002141	2 - (甲基氨基)异丁酸	2566-34-9		Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0157	Butyrylcarnitine (Car(4:0))	3.94	level1			232.1541	156.9	C11H21NO4	POS	HMDB0002013	丁酰肉碱	25576-40-3	C02862	Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty acid esters	脂肪酸酯
CPD0158	Leucine	3.94	level1			132.1017	159.5	C6H13NO2	POS	HMDB0062203	亮氨酸	61-90-5	C00123	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0159	Isovalerylcarnitine (Car(5:0))	3.94	level1			246.1699	146.6	C12H23NO4	POS	HMDB0000688	异戊酰-L-肉碱	31023-24-2	C20826	Lipids and lipid-like molecules	脂质和类脂分子	Fatty Acyls	脂肪酰类	Fatty acid esters	脂肪酸酯
CPD0160	4'-Hydroxyacetophenone	3.94	level1			135.0455	19.3	C8H8O2	NEG		4 ' -羟基苯乙酮	99-93-4	C10700	Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbonyl compounds	羰基化合物
CPD0161	N6-Methyllysine	3.94	level1			161.1283	295.7	C7H16N2O2	POS	HMDB0002038	N ( 6 ) -甲基赖氨酸	1188-07-4	C02728	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0162	"N6,N6,N6-Trimethyllysine"	3.94	level1			189.1596	291.6	C9H20N2O2	POS	HMDB0001325	N6，N6，N6 -三甲基- L -赖氨酸	19253-88-4	C03793	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0163	Glutathione disulfide	3.94	level1			613.1599	278.5	C20H32N6O12S2	POS	HMDB0003337	氧化型谷胱甘肽	27025-41-8	C00127	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0164	Maltotriose	3.94	level1			487.1665	257.8	C18H32O16	POS	HMDB0001262	麦芽三糖	1109-28-0	C01835	Organic oxygen compounds	有机含氧化合物	Organooxygen compounds	有机氧化合物	Carbohydrates and carbohydrate conjugates	碳水化合物和碳水化合物结合物
CPD0165	Uridine diphosphate glucose (UDP-glucose)	3.94	level1			565.0498	256.3	C15H24N2O17P2	NEG	HMDB0000286	尿苷- 5 ' -二磷酸-葡萄糖	133-89-1	C00029	"Nucleosides, nucleotides, and analogues"	核苷、核苷酸和类似物	Pyrimidine nucleotides	嘧啶核苷酸类	Pyrimidine nucleotide sugars	嘧啶核苷酸糖
CPD0166	trans-Aconitic acid	3.94	level1			173.0097	254	C6H6O6	NEG	HMDB0000958	反乌头酸	4023-65-8	C02341	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	Tricarboxylic acids and derivatives	三羧酸及衍生物
CPD0167	Aspartate	3.94	level1			134.0447	238.9	C4H7NO4	POS	HMDB0000191	天冬氨酸	56-84-8	C00049	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0168	2-Aminoadipic acid	3.94	level1			160.062	238.6	C6H11NO4	NEG	HMDB0000510	2 -氨基己二酸	542-32-5	C00956	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0169	2-Hydroxyglutaric acid	3.94	level1			147.0303	231.5	C5H8O5	NEG	HMDB0000694	( 2S ) - 2 -羟基戊二酸	13095-48-2	C03196	Organic acids and derivatives	有机酸及其衍生物	Hydroxy acids and derivatives	羟基酸及衍生物	Short-chain hydroxy acids and derivatives	短链羟基酸及衍生物
CPD0170	5-Aminopentanoic acid	3.94	level1			118.0861	223.7	C5H11NO2	POS	HMDB0003355	5-氨基戊酸	660-88-8	C00431	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	"Amino acids, peptides, and analogues"	氨基酸、肽和类似物
CPD0171	Fumaric acid	3.94	level1			115.004	222.4	C4H4O4	NEG	HMDB0000134	延胡索酸	110-17-8	C00122	Organic acids and derivatives	有机酸及其衍生物	Carboxylic acids and derivatives	羧酸及衍生物	Dicarboxylic acids and derivatives	二羧酸及衍生物
