sample	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
Pame_02378.t1	23.6796	15.8838	12.8078	10.5661	17.6086	11.1473	18.1485	10.5321	13.4231	18.0146	1.80757	1.60894	2.23376	3.63252	1.05354	7.93616	2.50588	1.28031	2.67853	2.59022	2.76485	1.37101	5.32165	3.82884	5.86391	4.62437	5.51437	3.71063	3.09741	4.5431	3.5519	3.35099	2.83703	7.01915	5.02973	4.22287	1.58624	5.96095	4.95434	5.20649	6.18714	2.19423	5.60084	10.5044	4.69186	8.90062	2.88112	11.3506	6.57217	9.05341
Pame_02379.t1	0.133094	0.191999	0.273162	0.209863	0.180838	0.053886	0.125699	0.08256	0.171751	0.084195	0.300751	0	0.092112	0.182801	0.059004	0	0.092847	0.103648	0.195971	0.053928	0.101103	0.110453	0.15933	0.135783	0.268653	0	0.050208	0	0.11471	0.051565	0.052807	0.054769	0.279794	0.154495	0.171773	0.16061	0	0	0	0.159219	0.094697	0.23676	0.108085	0.174038	0.115837	0.156722	0.057604	0.115211	0.165754	0.243445
Pame_02380.t2	2.97925	2.87438	4.21056	3.15921	3.11698	3.42166	3.80128	2.84414	3.38649	3.85603	0.272866	0.371561	0.625798	1.03546	0.534588	0.895851	0.715588	0.375635	0.710209	0.732859	0.458497	1.10114	0.76993	0.369337	0.932828	1.13824	0.455278	0.897638	1.19745	0.607165	1.14887	0.496811	0.91376	1.07453	0.570805	0.873668	0.907502	1.39982	0.768124	1.44415	0.902181	0.85979	0.883087	1.31705	0.683488	0.520956	0.626303	0.889259	0.852063	0.927917
Pame_02381.t1	30.6665	22.488	31.0056	23.6378	22.7708	26.0189	34.8141	23.515	21.8724	23.3106	38.9975	22.9605	26.6767	35.4496	23.5522	50.0918	26.0001	33.3146	27.9067	18.0083	31.8579	34.968	32.1716	28.8984	55.1768	54.627	38.4467	53.3127	55.6214	26.0271	34.4485	39.0313	80.2655	33.5829	38.6852	21.8813	33.7224	74.4422	42.1837	46.7313	61.2861	71.0333	37.3962	43.706	39.8079	23.1704	53.5974	23.4638	71.9588	61.9208
Pame_02382.t1	16.0814	14.0079	19.422	14.4152	15.7996	15.4163	17.8452	18.6157	14.88	19.14	11.9363	14.899	16.6987	13.1788	13.3405	14.639	13.9763	12.3184	13.5519	13.0848	17.031	17.9852	15.2639	18.2795	15.9756	14.8346	18.6157	15.7308	9.81974	14.0863	15.2781	18.4559	19.9281	21.6748	21.7771	18.2891	18.7442	17.6209	14.3203	18.9386	22.2537	19.0222	21.2018	25.5719	15.3553	22.8691	15.267	12.3116	17.7949	17.756
Pame_02383.t1	26.6718	25.2148	32.2705	21.2427	27.2739	23.4544	30.1073	23.7211	23.3318	29.8739	17.1394	21.9614	26.9551	22.1356	21.3125	22.4283	25.7891	20.5389	23.6653	20.8117	24.1089	27.2492	32.7819	23.6662	25.8139	25.46	26.3297	27.4815	26.9612	22.1646	26.5262	26.162	30.3973	34.5854	32.4122	26.3355	26.2605	30.0775	27.111	27.934	35.9854	24.4112	34.7937	41.0609	31.2675	34.7056	26.859	39.1204	29.4673	28.5349
Pame_02384.t1	0.991901	1.40316	1.02225	1.23778	0.653422	0	2.76955	1.85295	0.320517	1.24103	0.422246	0.753334	1.95903	0.653672	0.81893	0.422517	0.649391	1.49773	0.347668	0	3.22907	1.60292	2.33434	0.31895	0.979814	1.34779	0.715026	1.57554	2.41053	2.27577	0.754237	0	0.416231	0.373269	2.9408	0.379564	0.742659	0	0.771161	0.380144	1.03416	0	1.53815	2.04185	3.37311	1.15831	0.421066	0	1.21332	0.706033
Pame_02385.t1	163.322	133.812	99.5107	132.397	114.745	133.222	115.329	129.919	118.035	121.735	14.5538	119.236	129.051	140.135	65.6177	138.427	154.098	76.6364	114.174	94.475	85.7414	147.139	218.236	120.089	156.102	165.719	122.332	163.17	183.418	127.369	169.115	174.646	181.963	207.509	136.095	138.533	112.396	213.466	167.998	229.037	206.856	156.638	247.159	239.022	159.772	250.4	168.649	212.846	201.676	193.145
Pame_02386.t1	2.98744	2.57498	2.04841	1.62556	2.42639	2.01808	2.24833	1.5485	1.66442	2.05077	1.12577	3.53399	3.92423	3.25964	2.58637	4.81459	4.81564	3.18017	4.04973	3.37744	3.5983	3.66269	8.04745	5.88358	6.06014	5.49374	5.39536	6.5411	6.07495	4.07183	5.74555	5.88018	6.91456	5.33471	8.59861	5.01982	5.39848	7.97503	6.93714	9.4768	7.14743	6.63529	7.47329	10.47	6.13417	6.72802	5.48244	8.31864	7.58615	7.64907
Pame_02387.t1	4.83866	4.23539	4.54183	3.28025	3.96822	2.98896	4.40924	3.11476	3.45655	3.90104	2.99132	3.22141	3.04316	2.83238	2.90653	2.85864	2.88632	2.77676	3.24115	2.61677	3.88177	4.67639	4.90904	4.15442	4.16301	3.99023	3.92208	2.89477	2.79935	3.38603	3.44924	4.01048	4.07961	3.84829	5.40436	3.59654	4.20836	4.91571	3.99082	4.51855	4.04066	4.16539	4.92397	5.61603	3.69252	4.90387	4.03967	10.6015	5.00921	6.23291
Pame_02388.t1	3.7237	1.84044	1.22698	1.08762	1.68672	0.614316	1.69345	1.79728	1.51337	1.70168	0.249337	0.05317	0.191031	0.236898	0.183539	0.603409	0.433088	0.644818	0.203198	0.279589	0.576326	0.229023	0.495609	0.281498	0.417878	0.390439	0.728585	0.627508	0.118853	0.588202	0.656915	0.113525	0.637928	0.587074	0.237451	0.221986	5.03861	0.60674	0.658194	0.550061	0.588802	0.429265	0.615916	0.240389	0.660104	8.88132	0.358365	0	0.687127	0.605418
Pame_02389.t1	18.4363	43.7418	11.3292	14.8826	6.96232	68.0563	12.2214	10.2285	17.4782	8.11809	7.52464	34.1062	31.5294	26.4479	15.5094	30.4821	24.1312	29.4845	31.4107	21.2697	28.3618	29.8649	38.3394	30.5143	41.9165	37.5082	33.9067	37.5667	29.8329	30.9271	46.9646	35.9257	58.378	21.7057	73.8896	26.1971	61.966	51.1706	57.9016	50.3136	44.9829	47.6959	41.1287	31.529	52.1698	27.031	45.9913	80.249	68.063	77.9321
Pame_02390.t1	0.982798	1.04787	0	0	0.966569	0	0	0	0	0.914697	0	0	0.965236	0	0	0	0	0	1.00973	0	0	0	0	0	0	1.26551	0	0	0	0	0	0	0	0	0	0	3.14193	0	0	0	1.01817	0	0	0	0	0	0	0	1.18168	1.02844
Pame_02391.t1	0.103152	0	0	0	0	0.06269	0	0	0	0	0	0	0	0	0	0	0	0	0.114238	0	0	0	0.123828	0	0	0	0	0	0.133292	0	0	0.063719	0	0	0	0	0	0.061927	0	0.061754	0	0	0	0	0	0.06084	0	0.133789	0	0.056598
Pame_02392.t1	0.711204	1.57684	0.947072	0.369518	0.39832	2.80503	0.604165	0.429204	0.206043	0.60655	0.38552	3.68434	4.30253	0.328761	2.16803	0.743022	2.86008	3.93275	11.701	8.74354	5.78753	3.4873	4.96391	5.97471	0.035747	2.25958	7.39272	2.06715	0.275997	2.71673	6.24994	4.7369	2.33068	3.95997	7.7341	3.68287	4.67932	5.36869	8.64624	8.92376	2.50395	4.41629	1.17047	4.19125	7.01459	0.501391	4.60157	5.17849	0.309763	1.4051
Pame_02393.t1	1.93375	6.09405	1.72475	0.477069	0.685287	7.86147	2.0245	0.586391	0.609934	0.797508	1.19676	2.62088	2.22341	2.16359	4.18939	2.58839	5.01238	3.0909	3.80323	2.70574	4.02239	5.69978	4.72631	4.62953	2.79726	3.44812	5.65894	2.96972	1.63067	5.27126	5.40077	9.02791	5.61949	117.971	7.21048	3.90402	6.0219	4.48675	8.72379	6.78715	7.94048	13.2956	6.76091	204.13	6.64177	20.0365	3.65379	2.83943	9.78815	7.52031
Pame_02394.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02395.t1	2.02922	4.30841	0.423598	0.213066	0.306178	5.61033	0.567587	0.139627	0.61723	0.178102	0.101861	0.47629	0.661214	0.540771	0.348915	0.343857	0.628286	0.043781	0.45526	0.136659	0.085561	1.02691	0.538426	0.344535	0.453723	0.690138	0.33979	0.790624	0.194413	0.566011	0.446494	1.29804	0.710582	1.6567	1.16142	0.769683	0.338414	0.900767	0.58237	1.03308	1.5236	1.20411	0.778648	1.0331	0.539915	1.14857	0.486647	0.19538	0.795114	0.742398
Pame_02396.t1	0	0.428545	0.698194	0.321702	0.173073	0.481436	0.213824	0.263914	0.384331	0.322594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064149	0	0	0	0	0	0	0	0	0	0.064207	0	0	0	0	0	0	0	0.073768	0	0	0	0	0
Pame_02397.t1	0.794063	0.764865	0.33471	0.503955	0.596751	0.899164	0.7486	0.765833	0.580795	0.521986	0.186962	0.315384	0.513584	0.47603	0.204448	0.625643	0.233535	0.478902	0.301778	0.269815	0.411596	0.596553	0.286333	0.630343	0.395866	0.339798	0.233254	0.424561	0.357712	0.416082	0.306026	0.191263	0.347598	0.539879	0.7288	0.351907	0.500704	0.495238	0.369669	0.679203	0.644119	0.30025	0.505868	0.589612	0.158067	0.524993	0.532359	0.157562	0.621962	0.663291
Pame_02398.t1	3.29998	2.40345	3.65485	2.63939	2.63988	2.32884	2.79662	1.93745	2.95777	2.13729	0.593169	1.27816	1.1134	1.17538	0.847348	1.66951	1.05479	0.900959	0.962771	0.652081	1.57093	1.00262	0.963514	1.37101	1.48816	1.42583	0.722619	0.707597	1.52474	0.467331	0.879312	0.996596	0.806282	1.36693	0.996111	1.37816	1.32441	1.29081	0.722287	1.2069	1.32915	1.03445	0.821147	2.51442	0.527945	1.10732	0.870848	0.306572	1.13122	1.25665
Pame_02399.t1	0.054727	0	0.39396	0	0	0.06654	0.051721	0	0	0.104025	0.14848	0.254179	0.285361	0	0.29233	0.072141	0.172162	0.064187	0.060684	0.133609	0.187328	0.068349	0.065776	0.167868	0	0.077625	0.124107	0.136197	0	0.063918	0.065319	0	0	0.127156	0	0.1324	0.06208	0.131474	0.065352	0.065552	0.175295	0.218806	0.266419	0	0.142784	0	0.285373	0.070946	0.204654	0.240212
Pame_02400.t1	7.45004	9.10305	8.35952	11.5595	9.79534	9.52577	7.71787	11.009	12.6556	9.82164	11.6968	13.7857	13.9168	14.2892	10.7883	14.2293	13.2704	11.4267	14.417	10.4815	12.1926	13.8513	11.686	15.2151	15.9853	17.9319	13.5305	16.0878	10.7085	10.3066	15.2281	17.1281	14.5176	15.8889	16.1291	13.6346	14.5063	20.1974	13.3394	19.3463	15.0819	11.956	14.4966	16.8667	6.29725	15.551	16.7599	6.35934	15.4864	11.3788
Pame_02401.t1	4.37679	3.21428	1.64681	2.42955	2.41336	3.07134	2.7676	2.53798	2.48457	2.05617	0.054429	1.15801	1.37306	0.784848	0.47984	1.57666	1.5953	0.749259	1.10673	0.584716	0.823107	0.748772	1.24779	2.00549	2.34604	1.53254	0.998951	0.944977	0.675039	1.25765	1.43227	1.98198	1.72142	1.07169	1.91485	1.7911	1.53861	2.50337	1.4843	2.44855	1.75675	1.92945	2.34871	3.57301	1.15363	1.70041	1.71772	0.417378	2.6494	2.29165
Pame_02402.t1	2.09684	1.5346	2.47613	1.62626	1.39964	1.00588	1.68901	1.65727	1.40839	2.04477	0.207045	0.749752	0.830758	0.55851	0.547096	0.793383	0.932807	0.581737	0.741145	0.289408	0.521107	0.728914	0.648091	0.820532	0.938367	0.860818	0.541545	0.860755	0.254519	0.653201	0.594443	0.564948	0.329988	0.809905	0.671648	0.576844	0.781327	0.653125	0.467958	0.990169	0.721997	0.788664	0.639822	0.716784	0.314185	0.895223	0.562315	0.313064	0.624403	0.527509
Pame_02403.t1	0	0	1.06064	0	1.04748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02404.t1	0	0.101239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02405.t1	0.578811	0	0.590082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02406.t1	2.18264	1.17056	0	0	0	0	0	0.515577	0.529699	0	0	0.622373	0	0	0	0	0	0	2.30152	0	0	0	0	0	0	0.734689	0	0.646242	0	0	0	0	0.699464	0	0	0	0	0	0	0	0.572938	0	0	0.67455	0	0.638618	0.693028	0	0.67017	0
Pame_02407.t1	0.280502	0.292065	0.140202	0	0.273462	0.328335	0.383782	0.253132	0.132056	0.128394	0	0	0	0	0.521643	0.174834	0	0.311736	0	0.159434	0.454004	0.333665	0.644569	0	0.405941	0	0.451736	0.165062	0.171067	0	0.158287	0	0.171351	0.623219	0.522328	0.319572	0.305291	0	0.32235	0.159757	0.143807	0.358956	0.488197	0.348062	0	0.637558	0	0	0.168533	0.29545
Pame_02408.t1	0	1.23985	0	0	0	0.698553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02409.t1	4.19414	2.16897	3.6754	1.4852	2.42774	2.51367	4.38021	2.22342	1.7042	3.2166	0.084956	1.24005	0.720603	0.908009	0.838561	0.745547	0.460239	0.589175	0.626677	0.229981	0.643493	1.17567	1.05654	1.66695	0.891838	1.33435	0.924098	0.624718	0.323324	0.880598	0.973316	0.541974	1.34432	1.89198	0.975262	0.910353	0.926406	1.05379	0.972553	2.02648	1.80517	1.91725	3.04535	3.99853	0.489688	3.77629	0.81856	0.081053	1.0932	1.44239
Pame_02410.t1	0.379852	0.701237	0.629736	0.849386	0.997609	0.440902	0.492346	0.93589	0.821295	0.628013	0.085703	0.361226	0.292093	0.274682	0.083265	0.368508	0.444583	0.182853	0.432085	0.39939	0.503076	0.195254	0.262386	0.353078	0.394265	0.266953	0.285074	0.291818	0.164003	0.308623	0.41137	0.272746	0.418245	0.458279	0.242874	0.227679	0.352914	0.435067	0.414198	0.396218	0.286832	0.275331	0.386559	0.37435	0.496942	0.29611	0.345549	1.3211	0.353907	0.399648
Pame_02411.t1	0.386379	0.34019	0.321091	0.309808	0.480037	0.467907	0.215814	0.396507	0.508615	0.391979	0.019371	0.179514	0.146626	0.073011	0.094051	0.221965	0.193484	0.066093	0.078089	0.051556	0.129935	0.282332	0.118552	0.188581	0.156745	0.120642	0.06442	0.263725	0.07415	0.065612	0.202799	0.228957	0.162049	0.248586	0.292655	0.120042	0.143495	0.359095	0.102122	0.153505	0.1678	0.153221	0.192257	0.319752	0.074894	0.351268	0.257149	0.056005	0.159974	0.125688
Pame_02412.t1	0.439023	0.356128	0.562256	1.38268	0.819674	0.399625	0.414415	1.39302	1.73164	0.832176	0.247909	0	0.075702	0.150376	0.145527	0.047801	0.114668	0.340861	0.040278	0.088663	0.041644	0.318011	0.043667	0.111787	0.110384	0.051673	0.082688	0.045264	0.094644	0.127108	0.043458	0.180517	0.046117	2.24943	0.141296	0	0.041166	0.087685	0.130829	0.043724	0.117101	0.195402	0.178386	0	0.382318	0.042998	0.189443	0.047562	0.182126	0.16062
Pame_02413.t2	119.12	110.994	205.007	98.6415	50.8384	111.245	187.383	80.8203	103.084	92.8067	65.8858	37.1865	22.1848	40.3849	27.5465	45.7718	29.7326	85.545	49.9313	54.3156	41.3791	52.1262	32.5723	66.1495	50.1071	57.8529	41.5948	60.8678	101.176	42.2434	48.6959	64.0495	88.7209	32.3257	46.469	31.0972	48.2155	74.5475	97.9206	102.175	80.4364	114.236	81.9934	48.9557	12.4729	29.7199	56.0685	1.14528	139.371	104.678
Pame_02414.t1	1.37182	1.23623	0.668751	0.400918	0.465529	0.752898	0.86306	0.393945	0.598865	0.371249	0	0.075105	0.033734	0	0.043241	0.085189	0.102291	0.037981	0.035904	0.039515	0.03716	0.162035	0.077852	0.066478	0.032792	0.092179	0.110651	0.080722	0.126777	0.113272	0.038758	0.040274	0.123475	0.227277	0.293966	0.157231	0.183438	0.23473	0.038918	0	0.174215	0.087261	0.278797	0.427955	0.042678	0	0	0.169951	0.040635	0.035851
Pame_02415.t2	0	0	0	0.120755	0.16276	0.116375	0.06035	0	0.030852	0.030285	0	0	0.033016	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02416.t1	0	0	0	0	0	0	0.03157	0.031042	0.032287	0	0	0	0.034561	0	0	0.04364	0	0.038911	0.036782	0.040483	0.076123	0	0	0	0.033596	0.047212	0	0	0.043278	0	0.079406	0.04125	0	0.077594	0.086041	0	0	0.080142	0	0	0	0.089362	0	0	0	0.078569	0.043252	0.087018	0	0.036717
Pame_02417.t1	0	0	0	0	0.035545	0	0	0	0	0	0	0	0	0	0	0.045573	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040396	0	0	0	0	0.044915	0	0	0	0	0	0	0.046619	0	0.045721	0	0	0	0	0.043438	0
Pame_02418.t1	3.91355	270.294	92.8693	335.302	294.912	355.699	73.0187	325.927	295.458	239.409	151.83	216.452	505.837	581.521	310.249	399.059	295.164	194.381	394.481	377.614	126.755	361.604	450.438	435.34	422.609	339.311	306.686	495.853	93.2717	281.558	641.804	44.3694	17.3033	184.345	359.094	226.195	279.418	49.6834	50.4943	302.438	130.714	22.0417	81.529	80.2466	3.73976	470.736	147.529	0.702801	282.891	231.802
Pame_02419.t1	15.943	10.702	7.71295	5.72905	8.86067	9.44872	12.0885	6.9859	6.54575	8.05741	48.2257	44.2454	39.0055	39.9447	32.3136	42.06	38.4292	45.4713	42.3136	42.3829	50.944	40.2397	47.3326	45.4654	45.9957	51.7425	52.2097	51.0734	39.761	43.8112	36.7698	49.0015	49.1396	42.4294	54.8178	39.4963	44.9669	63.4577	52.1411	51.9034	51.2784	54.4367	45.3589	57.9938	45.8826	47.5386	53.4428	45.1915	51.686	51.467
Pame_02420.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02421.t1	2.69763	2.86983	2.77944	3.35048	2.36044	2.54265	2.88338	3.28743	3.04516	2.67916	0.922283	1.55376	1.72366	1.50384	1.04167	1.29385	1.72086	1.22003	1.24421	1.28562	1.15204	1.7487	1.0037	1.64905	1.9935	1.56288	1.29879	1.96442	1.49511	1.27486	1.64199	1.96798	1.8545	2.8663	2.00811	2.03276	1.54899	2.0104	1.14111	2.50246	2.31232	1.67502	2.36076	4.14908	0.982487	2.68158	1.62391	0.616799	1.38169	1.23658
Pame_02422.t1	8.9612	10.2425	8.6279	8.63235	10.0234	10.0827	7.21642	9.60245	6.13758	8.72541	4.47412	3.83536	7.48469	4.16387	3.42015	8.89678	8.51854	5.15909	6.4157	4.46693	6.85647	8.24941	9.88026	6.21309	11.4611	8.63381	6.55913	9.57748	11.5277	5.485	11.6332	10.0737	11.6812	9.96164	13.8826	6.46607	10.3334	10.2393	7.63201	11.8573	11.351	9.5682	11.5885	15.6624	10.235	10.7519	9.76961	16.2339	12.814	15.0462
Pame_02423.t1	0.143166	0.128968	0.195066	0.089984	0.169919	0.115693	0.112523	0.044179	0.091901	0.135422	0	0	0.0491	0.048842	0.031481	0.030984	0.049729	0.027652	0	0	0.054231	0	0.056683	0.024237	0.071583	0	0.026901	0	0.061779	0.054942	0	0	0	0.08296	0.061184	0.057314	0.160183	0.142736	0.056813	0.028473	0.15267	0.127612	0.058237	0.031311	0.093593	0.027956	0	0.062163	0.11865	0.07858
Pame_02424.t1	1.44254	1.30912	2.57979	0.836772	1.28056	0.734924	2.24166	1.16968	1.03641	1.3251	2.83941	0.807496	1.06377	0.479673	1.30076	1.2219	1.16915	1.30568	2.1087	2.03811	2.06846	1.97084	1.33806	1.0449	1.22227	1.11991	1.73855	1.32833	1.74436	1.19109	1.60718	1.72378	1.52633	2.5932	1.68277	2.30347	2.20888	2.51263	2.05435	2.11592	1.9867	2.04829	2.66367	1.82478	2.18665	1.42542	1.57224	3.56368	2.60835	2.14484
Pame_02425.t1	0.55052	0.780863	0.474024	0.567047	0.524758	0.854432	0.583873	0.492917	0.678044	0.520213	0.442528	1.72869	1.60609	1.24752	0.679167	1.64784	0.68032	1.13351	1.48494	0.910103	1.58219	2.10205	1.10066	1.90205	1.92111	2.03185	1.33665	1.62899	0.779847	1.59941	1.48426	1.05897	2.29502	1.41486	2.39905	1.81544	2.22628	2.83795	1.35085	2.48195	2.2376	1.9105	1.9326	1.78546	1.05771	1.52937	2.18849	0.47109	2.5649	2.20977
Pame_02426.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02427.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02428.t1	16.5309	12.2213	11.8515	11.831	13.6701	12.4459	12.6911	12.755	12.7282	14.3226	4.61367	9.60145	9.49605	10.2851	6.09039	10.8399	9.35088	5.56542	8.50203	6.88938	8.72021	10.4201	11.1878	12.2267	14.6039	12.9913	8.2471	13.4052	7.66378	8.52251	12.8035	12.5025	11.5222	15.5736	14.0547	12.5438	10.9691	14.4703	10.3073	14.413	19.3226	12.2502	16.4381	23.9452	6.94211	15.6466	12.7654	5.65992	14.4502	12.5642
Pame_02429.t1	3.14465	2.4662	1.54648	3.14305	2.78837	2.88075	2.11526	3.22701	3.33789	2.59181	1.2981	2.60775	3.50449	2.41028	1.56562	3.95001	1.85649	1.84105	2.80949	1.73041	2.78741	2.58113	2.18254	3.48286	4.99416	3.83007	2.95906	3.42113	0.9684	2.18077	2.85684	2.92771	3.28243	2.0437	4.12385	3.56562	3.12579	4.69998	2.39576	3.61307	3.10746	3.12928	2.59841	5.66584	1.05333	1.75029	3.69856	0	3.64554	3.38909
Pame_02430.t1	50.8118	42.4519	34.2714	37.7315	38.919	43.8905	41.8913	36.7528	38.9902	35.711	8.60742	20.8905	18.4822	19.9315	9.38509	27.604	20.2184	15.6016	20.0658	19.6565	20.0766	25.932	26.0302	23.9292	30.4694	31.3306	22.8311	29.1221	27.6656	23.1127	32.9373	34.8105	37.763	45.2623	37.7706	27.587	25.4127	42.8069	30.7367	40.5518	41.7889	37.3231	47.5472	85.4631	23.6767	54.5064	26.9629	29.1357	43.6597	39.7694
Pame_02431.t1	0.417674	0.609454	0.362573	0.45262	0.48852	0.885736	0.571089	0.656854	0.401871	0.533118	0	0.214965	0.236047	0.277599	0.110083	0.433269	0.282736	0.169219	0.182802	0.17602	0.213506	0.23224	0.545097	0.25439	0.583969	0.470207	0.400034	0.41137	0.405612	0.192081	0.296462	0.308632	0.368065	0.580733	0.32099	0.250642	0.513376	0.499512	0.447383	0.398573	0.489884	0.530687	0.662783	0.740282	0.273109	0.977991	0.456828	0.217725	0.441228	0.458518
Pame_02432.t1	0.307499	4.85454	0.157337	0	1.08363	4.62508	0.377198	0.342189	0.088979	0.753879	0	0	0	0	0.081358	0	0	0	0	0.037173	0.139902	0.038114	0	0	0	0	0	0	0	0	0.036471	0	0	0	0	0	0	0	0.036633	0	0	0.041084	0	0	0	0.036088	0	0	0	0
Pame_02433.t1	0.093001	0.134089	0.095176	0.058525	0.169754	0.037605	0.204763	0.02875	0.119612	0.120623	0	0	0	0	0	0	0	0	0	0.037479	0	0	0	0	0	0	0	0	0.040113	0	0	0.038218	0	0	0	0	0.06959	0.037123	0	0	0	0	0	0	0	0	0	0	0	0
Pame_02434.t1	78.1063	40.5939	51.5839	27.914	47.6897	33.6246	49.8582	40.7441	36.6894	42.8593	0.554438	2.20214	1.27944	3.62741	2.69565	3.01968	2.56458	0.732612	1.13758	4.70847	1.17599	11.764	3.04121	6.5003	2.7659	7.07869	0.469189	4.64144	1.32164	2.4701	1.72814	7.17483	8.61893	3.65065	4.10641	1.24274	1.2051	12.648	9.58933	7.21845	8.09174	11.1804	12.3681	2.69007	8.82402	5.26561	7.95792	0.271599	8.97706	3.91793
Pame_02435.t1	39.5635	27.6046	28.3498	15.2943	30.4123	20.4868	34.4113	26.127	21.7819	31.874	0.185485	0.483336	2.69237	2.55016	1.26089	4.16938	1.71387	0.969598	1.2096	2.64315	0.78393	8.99417	2.67381	4.05546	3.64834	6.65769	1.56055	3.2506	0.708716	2.60006	1.14829	4.94799	6.21919	1.29191	3.61116	1.15898	1.90007	7.03764	6.01513	5.79479	7.15534	5.20772	7.25114	2.34332	6.22255	5.1243	4.52633	0.362097	4.36822	4.13369
Pame_02436.t2	0.058658	0.126847	0.120018	0.110707	0.08955	0.106711	0.193701	0.081565	0.367624	0.083297	0.079464	0.06734	0.181484	0.030069	0.271442	0.34367	0.24477	0.204365	0.22538	0.177173	0.23347	0.109008	0.174544	0.178952	0.088203	0.372182	0.066198	0.325832	0.151818	0.23696	0.173862	0.144605	0.332528	0.272038	0.188343	0.176344	0.131578	0.316024	0.244544	0.245146	0.218979	0.274338	0.28619	0.230698	0.076663	0.240857	0.302891	0.229027	0.14591	0.354128
Pame_02437.t1	4.15568	4.09813	3.79289	3.33753	4.18703	4.33889	4.33354	3.84273	4.01514	4.12719	0.751952	4.61796	4.56186	4.16862	2.47155	5.88028	4.06715	3.38944	3.99951	3.01862	3.84961	4.30433	5.29049	6.76259	6.42112	5.4954	4.16334	5.3255	3.14955	4.026	5.27621	5.16419	5.92986	7.3658	7.30566	5.67481	7.03479	6.34269	4.78549	7.01148	7.61596	6.07139	7.17757	11.2169	3.18105	7.86634	4.9498	2.79595	6.82975	5.69744
Pame_02438.t1	101.215	110.72	84.7625	99.6661	86.133	109.281	92.2659	94.8666	106.354	93.0922	65.0229	78.2623	99.2713	83.2283	56.628	106.778	80.7021	70.2261	82.0536	68.5466	82.285	79.9095	85.8659	96.5472	125.033	107.802	96.0557	98.0856	92.6564	85.4163	96.9005	103.192	112.955	103.199	121.63	94.7953	110.124	136.797	104.939	125.381	101.469	120.316	109.981	139.391	94.6868	104.127	107.111	100.676	130.932	121.662
Pame_02439.t1	7.3994	4.52724	5.84714	3.3093	4.22898	3.30726	5.69646	4.63666	4.1024	4.64153	1.67096	2.9101	2.51367	2.53118	1.80437	2.15821	2.64245	2.566	2.31863	1.57038	2.32605	2.69655	2.78454	3.53368	2.80178	3.15971	2.78514	2.88721	2.7713	2.58835	2.81113	3.00117	3.72141	4.89278	4.58963	2.61666	3.13468	4.54786	2.86149	4.88462	4.60444	4.07513	4.70934	7.31404	2.75636	5.906	2.93618	2.44861	4.11823	3.8828
